Record_ID,Date,Asset,Field_Group,Watercut_Pct,Data_Type,Original_Watercut_Pct,Watercut_Adjusted,Oil_Rate_BOPD,Oil_Rate_Type
2604,2024-08-04,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1636.8,Synthetic
2616,2024-08-05,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1594.4,Synthetic
2628,2024-08-06,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1544.6,Synthetic
2640,2024-08-07,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1560.2,Synthetic
2652,2024-08-08,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1493.2,Synthetic
2664,2024-08-09,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1681.9,Synthetic
2676,2024-08-10,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1624.5,Synthetic
2688,2024-08-11,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1542.2,Synthetic
2700,2024-08-12,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1566.3,Synthetic
2712,2024-08-13,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1547.5,Synthetic
2724,2024-08-14,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1648.7,Synthetic
2736,2024-08-15,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1506.8,Synthetic
2748,2024-08-16,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1577.3,Synthetic
2760,2024-08-17,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1564.8,Synthetic
2772,2024-08-18,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1606.9,Synthetic
2784,2024-08-19,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1561.2,Synthetic
2796,2024-08-20,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1481.7,Synthetic
2808,2024-08-21,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1550.5,Synthetic
2820,2024-08-22,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1514.8,Synthetic
2832,2024-08-23,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1562.2,Synthetic
2844,2024-08-24,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1623.5,Synthetic
2856,2024-08-25,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1473.5,Synthetic
2868,2024-08-26,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1515.4,Synthetic
2880,2024-08-27,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1525.1,Synthetic
2892,2024-08-28,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1531.2,Synthetic
2904,2024-08-29,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1581.3,Synthetic
2916,2024-08-30,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1537.1,Synthetic
2928,2024-08-31,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1562.5,Synthetic
2940,2024-09-01,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1512.4,Synthetic
2952,2024-09-02,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1550.0,Synthetic
2964,2024-09-03,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1573.4,Synthetic
2976,2024-09-04,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1501.9,Synthetic
2988,2024-09-05,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1569.7,Synthetic
3000,2024-09-06,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1534.3,Synthetic
3012,2024-09-07,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1578.0,Synthetic
3024,2024-09-08,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1518.9,Synthetic
3036,2024-09-09,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1543.7,Synthetic
3048,2024-09-10,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1522.5,Synthetic
3060,2024-09-11,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1518.1,Synthetic
3072,2024-09-12,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1532.4,Synthetic
3084,2024-09-13,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1543.2,Synthetic
3096,2024-09-14,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1460.0,Synthetic
3108,2024-09-15,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1580.2,Synthetic
3120,2024-09-16,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1428.8,Synthetic
3132,2024-09-17,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1480.3,Synthetic
3144,2024-09-18,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1505.2,Synthetic
3156,2024-09-19,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1526.3,Synthetic
3168,2024-09-20,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1577.0,Synthetic
3180,2024-09-21,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1420.1,Synthetic
3192,2024-09-22,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1479.2,Synthetic
3204,2024-09-23,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1404.5,Synthetic
3216,2024-09-24,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1499.8,Synthetic
3228,2024-09-25,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1508.8,Synthetic
3240,2024-09-26,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1566.1,Synthetic
3252,2024-09-27,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1498.3,Synthetic
3264,2024-09-28,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1537.8,Synthetic
3276,2024-09-29,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1515.3,Synthetic
3288,2024-09-30,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1468.0,Synthetic
3300,2024-10-01,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1422.8,Synthetic
3312,2024-10-02,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1496.0,Synthetic
3324,2024-10-03,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1415.6,Synthetic
3336,2024-10-04,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1537.6,Synthetic
3348,2024-10-05,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1471.1,Synthetic
3360,2024-10-06,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1529.4,Synthetic
3372,2024-10-07,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1453.4,Synthetic
3384,2024-10-08,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1484.7,Synthetic
3396,2024-10-09,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1480.3,Synthetic
3408,2024-10-10,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1467.3,Synthetic
3420,2024-10-11,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1448.4,Synthetic
3432,2024-10-12,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1482.9,Synthetic
3444,2024-10-13,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1423.2,Synthetic
3456,2024-10-14,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1409.0,Synthetic
3468,2024-10-15,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1514.7,Synthetic
3480,2024-10-16,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1490.3,Synthetic
3492,2024-10-17,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1459.6,Synthetic
3504,2024-10-18,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1527.6,Synthetic
3516,2024-10-19,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1441.4,Synthetic
3528,2024-10-20,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1508.9,Synthetic
3540,2024-10-21,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1457.2,Synthetic
3552,2024-10-22,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1403.3,Synthetic
3564,2024-10-23,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1526.2,Synthetic
3576,2024-10-24,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1487.1,Synthetic
3588,2024-10-25,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1437.2,Synthetic
3600,2024-10-26,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1472.1,Synthetic
3612,2024-10-27,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1421.5,Synthetic
3624,2024-10-28,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1472.9,Synthetic
3636,2024-10-29,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1332.4,Synthetic
3648,2024-10-30,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1389.8,Synthetic
3660,2024-10-31,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1473.9,Synthetic
3672,2024-11-01,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1419.4,Synthetic
3684,2024-11-02,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1437.2,Synthetic
3696,2024-11-03,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1369.0,Synthetic
3708,2024-11-04,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1503.8,Synthetic
3720,2024-11-05,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1473.9,Synthetic
3732,2024-11-06,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1412.8,Synthetic
3744,2024-11-07,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1402.4,Synthetic
3756,2024-11-08,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1461.7,Synthetic
3768,2024-11-09,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1500.3,Synthetic
3780,2024-11-10,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1454.9,Synthetic
3792,2024-11-11,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1504.7,Synthetic
3804,2024-11-12,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1371.9,Synthetic
3816,2024-11-13,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1374.5,Synthetic
3828,2024-11-14,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1357.3,Synthetic
3840,2024-11-15,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1424.4,Synthetic
3852,2024-11-16,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1411.4,Synthetic
3864,2024-11-17,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1395.9,Synthetic
3876,2024-11-18,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1434.6,Synthetic
3888,2024-11-19,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1450.6,Synthetic
3900,2024-11-20,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1333.2,Synthetic
3912,2024-11-21,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1370.4,Synthetic
3924,2024-11-22,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1428.0,Synthetic
3936,2024-11-23,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1372.5,Synthetic
3948,2024-11-24,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1357.0,Synthetic
3960,2024-11-25,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1431.0,Synthetic
3972,2024-11-26,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1333.2,Synthetic
3984,2024-11-27,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1372.6,Synthetic
3996,2024-11-28,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1397.1,Synthetic
4008,2024-11-29,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1358.0,Synthetic
4020,2024-11-30,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1412.5,Synthetic
4032,2024-12-01,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1354.9,Synthetic
4044,2024-12-02,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1434.9,Synthetic
4056,2024-12-03,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1369.8,Synthetic
4068,2024-12-04,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1401.0,Synthetic
4080,2024-12-05,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1402.3,Synthetic
4092,2024-12-06,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1344.2,Synthetic
4104,2024-12-07,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1284.0,Synthetic
4116,2024-12-08,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1381.4,Synthetic
4128,2024-12-09,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1367.9,Synthetic
4140,2024-12-10,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1386.0,Synthetic
4152,2024-12-11,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1352.3,Synthetic
4164,2024-12-12,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1342.3,Synthetic
4176,2024-12-13,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1440.1,Synthetic
4188,2024-12-14,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1296.6,Synthetic
4200,2024-12-15,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1384.7,Synthetic
4212,2024-12-16,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1329.9,Synthetic
4224,2024-12-17,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1338.0,Synthetic
4236,2024-12-18,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1337.1,Synthetic
4248,2024-12-19,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1315.8,Synthetic
4260,2024-12-20,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1369.7,Synthetic
4272,2024-12-21,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1401.1,Synthetic
4284,2024-12-22,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1362.2,Synthetic
4296,2024-12-23,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1345.8,Synthetic
4308,2024-12-24,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1300.4,Synthetic
4320,2024-12-25,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1359.1,Synthetic
4332,2024-12-26,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1423.2,Synthetic
4344,2024-12-27,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1319.8,Synthetic
4356,2024-12-28,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1318.4,Synthetic
4368,2024-12-29,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1309.4,Synthetic
4380,2024-12-30,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1310.6,Synthetic
4392,2024-12-31,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1219.1,Synthetic
4404,2025-01-01,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1343.0,Synthetic
4416,2025-01-02,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1291.7,Synthetic
4428,2025-01-03,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1259.7,Synthetic
4440,2025-01-04,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1351.9,Synthetic
4452,2025-01-05,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1277.6,Synthetic
4464,2025-01-06,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1305.4,Synthetic
4476,2025-01-07,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1375.1,Synthetic
4488,2025-01-08,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1259.9,Synthetic
4500,2025-01-09,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1253.5,Synthetic
4512,2025-01-10,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1322.9,Synthetic
4524,2025-01-11,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1355.9,Synthetic
4536,2025-01-12,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1247.3,Synthetic
4548,2025-01-13,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1323.5,Synthetic
4560,2025-01-14,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1328.7,Synthetic
4572,2025-01-15,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1223.7,Synthetic
4584,2025-01-16,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1333.9,Synthetic
4596,2025-01-17,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1335.3,Synthetic
4608,2025-01-18,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1287.4,Synthetic
4620,2025-01-19,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1346.7,Synthetic
4632,2025-01-20,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1340.5,Synthetic
4644,2025-01-21,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1298.7,Synthetic
4656,2025-01-22,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1275.6,Synthetic
4668,2025-01-23,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1253.9,Synthetic
4680,2025-01-24,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1288.5,Synthetic
4692,2025-01-25,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1310.4,Synthetic
4704,2025-01-26,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1274.3,Synthetic
4716,2025-01-27,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1200.5,Synthetic
4728,2025-01-28,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1332.5,Synthetic
4740,2025-01-29,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1289.4,Synthetic
4752,2025-01-30,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1265.9,Synthetic
4764,2025-01-31,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1311.8,Synthetic
4776,2025-02-01,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1335.8,Synthetic
4788,2025-02-02,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1168.6,Synthetic
4800,2025-02-03,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1290.8,Synthetic
4812,2025-02-04,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1218.2,Synthetic
4824,2025-02-05,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1290.1,Synthetic
4836,2025-02-06,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1274.4,Synthetic
4848,2025-02-07,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1292.2,Synthetic
4860,2025-02-08,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1247.5,Synthetic
4872,2025-02-09,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1193.8,Synthetic
4884,2025-02-10,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1246.3,Synthetic
4896,2025-02-11,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1277.2,Synthetic
4908,2025-02-12,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1298.6,Synthetic
4920,2025-02-13,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1214.4,Synthetic
4932,2025-02-14,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1295.9,Synthetic
4944,2025-02-15,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1231.2,Synthetic
4956,2025-02-16,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1267.7,Synthetic
4968,2025-02-17,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1233.4,Synthetic
4980,2025-02-18,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1257.8,Synthetic
4992,2025-02-19,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1282.9,Synthetic
5004,2025-02-20,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1202.0,Synthetic
5016,2025-02-21,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1221.0,Synthetic
5028,2025-02-22,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1251.8,Synthetic
5040,2025-02-23,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1332.9,Synthetic
5052,2025-02-24,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1209.6,Synthetic
5064,2025-02-25,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1316.2,Synthetic
5076,2025-02-26,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1313.2,Synthetic
5088,2025-02-27,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1233.6,Synthetic
5100,2025-02-28,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1224.7,Synthetic
5112,2025-03-01,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1208.6,Synthetic
5124,2025-03-02,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1230.2,Synthetic
5136,2025-03-03,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1179.2,Synthetic
5148,2025-03-04,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1226.9,Synthetic
5160,2025-03-05,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1283.3,Synthetic
5172,2025-03-06,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1204.2,Synthetic
5184,2025-03-07,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1216.3,Synthetic
5196,2025-03-08,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1161.2,Synthetic
5208,2025-03-09,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1235.9,Synthetic
5220,2025-03-10,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1230.3,Synthetic
5232,2025-03-11,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1221.5,Synthetic
5244,2025-03-12,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1209.7,Synthetic
5256,2025-03-13,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1205.5,Synthetic
5268,2025-03-14,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1232.9,Synthetic
5280,2025-03-15,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1212.1,Synthetic
5292,2025-03-16,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1223.1,Synthetic
5304,2025-03-17,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1218.0,Synthetic
5316,2025-03-18,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1249.4,Synthetic
5328,2025-03-19,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1231.7,Synthetic
5340,2025-03-20,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1212.7,Synthetic
5352,2025-03-21,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1259.1,Synthetic
5364,2025-03-22,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1218.0,Synthetic
5376,2025-03-23,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1248.3,Synthetic
5388,2025-03-24,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1221.7,Synthetic
5400,2025-03-25,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1132.1,Synthetic
5412,2025-03-26,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1243.7,Synthetic
5424,2025-03-27,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1200.3,Synthetic
5436,2025-03-28,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1192.1,Synthetic
5448,2025-03-29,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1202.6,Synthetic
5460,2025-03-30,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1178.7,Synthetic
5472,2025-03-31,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1197.7,Synthetic
5484,2025-04-01,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1167.0,Synthetic
5496,2025-04-02,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1232.0,Synthetic
5508,2025-04-03,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1181.2,Synthetic
5520,2025-04-04,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1170.2,Synthetic
5532,2025-04-05,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1149.5,Synthetic
5544,2025-04-06,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1190.4,Synthetic
5556,2025-04-07,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1186.0,Synthetic
5568,2025-04-08,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1191.7,Synthetic
5580,2025-04-09,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1140.2,Synthetic
5592,2025-04-10,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1118.6,Synthetic
5604,2025-04-11,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1195.6,Synthetic
5616,2025-04-12,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1224.4,Synthetic
5628,2025-04-13,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1134.7,Synthetic
5640,2025-04-14,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1225.1,Synthetic
5652,2025-04-15,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1177.8,Synthetic
5664,2025-04-16,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1166.2,Synthetic
5676,2025-04-17,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1151.1,Synthetic
5688,2025-04-18,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1115.2,Synthetic
5700,2025-04-19,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1196.6,Synthetic
5712,2025-04-20,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1133.7,Synthetic
5724,2025-04-21,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1132.2,Synthetic
5736,2025-04-22,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1192.3,Synthetic
5748,2025-04-23,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1091.1,Synthetic
5760,2025-04-24,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1102.2,Synthetic
5772,2025-04-25,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1153.0,Synthetic
5784,2025-04-26,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1162.3,Synthetic
5796,2025-04-27,URAN END,Heera-Uran Complex,14.7,Estimated,14.7,No,1167.5,Synthetic
